Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Leverage,High_Leverage_2p,High_Leverage_3p,Cook_Distance
5.2,0.5,7.3,5.6,5.4,2.79,Low,0.0036267921013037915,0,0,7.65920778593466e-05
6.6,2.0,5.2,0.9,9.3,3.17,High,0.003809575975980306,0,0,0.0002680208378353897
7.3,2.1,7.4,4.0,3.2,3.16,Moderate,0.0008382296287543771,0,0,0.00015422515841777526
5.7,0.1,6.5,4.2,7.5,2.98,Low,0.0028384254573934876,0,0,0.0009476517326802365
9.8,0.4,8.4,2.4,3.0,3.26,High,0.003465496757406917,0,0,3.317637514993258e-05
9.3,0.7,8.5,4.6,0.9,3.43,High,0.002737970531261248,0,0,7.161356037562593e-05
7.5,2.5,9.3,2.7,2.0,3.2,Moderate,0.0014129820401234162,0,0,6.211119735931998e-05
5.2,3.7,8.4,4.1,2.6,2.91,Low,0.003802245726016352,0,0,2.0246341785923445e-05
7.0,2.6,5.5,3.9,5.0,2.82,High,0.0022638225472146932,0,0,0.00015588040118404985
10.0,0.2,9.9,1.6,2.3,3.56,High,0.003952365860574291,0,0,0.0001128146909774332
7.8,3.0,9.4,1.5,2.3,3.25,Moderate,0.0017948813989606314,0,0,0.00012201299377246834
6.6,2.7,9.0,4.3,1.4,2.93,Moderate,0.0022168636052918573,0,0,4.98534093328033e-05
9.1,0.5,7.7,0.0,6.7,3.64,High,0.0038319219927661703,0,0,4.244308360349922e-05
6.6,1.5,7.0,4.2,4.7,2.79,Moderate,0.0015033996249599942,0,0,0.00013088897006928693
6.2,1.5,6.1,0.4,9.8,2.5,Moderate,0.0049593609842105485,0,0,0.0006007106032059062
8.0,2.7,8.1,2.4,2.8,3.4,Moderate,0.0014071002787287043,0,0,0.0003980884846719484
7.6,1.9,5.1,2.0,7.4,3.08,High,0.0023955042488100703,0,0,3.145925721020443e-05
6.9,1.6,7.9,3.2,4.4,3.31,Moderate,0.0017002308861413225,0,0,0.00012659123051707793
9.1,2.9,9.8,0.0,2.2,3.48,High,0.0035883959553779906,0,0,0.00041075608010412366
6.0,0.0,8.2,5.4,4.4,2.92,Moderate,0.0035611091014488496,0,0,0.0003775794750641977
5.3,3.7,6.8,0.6,7.6,2.78,Low,0.0032158840281559364,0,0,0.0001097000510985729
7.4,1.0,6.4,1.8,7.4,3.15,Moderate,0.0014838265372256372,0,0,0.0006699024297666354
6.6,2.4,8.6,1.6,4.8,3.27,Moderate,0.0022013825498096978,0,0,7.361058976488498e-05
7.1,0.5,5.9,4.1,6.4,3.09,High,0.0019674469472126897,0,0,0.0001426253686763645
8.5,0.4,7.8,1.5,5.8,3.01,High,0.0027112004313989066,0,0,0.00013159066776319563
9.8,1.9,9.0,1.8,1.5,3.5,High,0.0022828147442600973,0,0,3.8677646758281055e-05
9.8,2.4,9.1,2.4,0.3,3.38,High,0.003177481879860335,0,0,6.687428912513212e-05
6.1,0.8,8.1,2.5,6.5,2.67,Moderate,0.0021700739979687933,0,0,0.00015008104413564096
8.9,1.1,9.1,2.1,2.8,3.2,High,0.0019427256493018369,0,0,0.00017786149246261352
8.3,0.4,8.1,2.7,4.5,3.01,High,0.0022774904857784856,0,0,0.00021482591269399244
8.7,3.5,6.1,0.5,5.2,3.37,High,0.0030427949309977686,0,0,1.537893036541717e-05
5.1,2.6,8.0,3.3,5.0,2.65,Low,0.0020996752180576323,0,0,1.1654054440459011e-05
8.0,2.0,9.9,0.6,3.5,2.93,Moderate,0.003081852424109645,0,0,0.00016448410859319247
8.5,1.6,7.1,4.3,2.5,3.39,High,0.0013042301897340882,0,0,3.061369023429855e-05
6.4,0.3,5.4,5.4,6.5,3.29,High,0.004427557893279506,0,0,0.0005561082201262718
6.0,1.3,6.1,2.1,8.5,2.91,Moderate,0.0026224785926273423,0,0,0.00029486720344432663
5.3,3.2,6.2,3.2,6.1,2.64,Low,0.0026169412520543186,0,0,0.00018646578825793372
9.4,2.6,7.7,1.4,2.9,3.66,High,0.002580983844479186,0,0,1.972110374541651e-05
10.0,2.6,7.8,2.6,1.0,3.26,High,0.0031525410541688075,0,0,1.2193361062882641e-05
7.3,0.2,7.8,5.7,3.0,3.2,Moderate,0.0030234146928270547,0,0,0.0004005286040300406
6.0,2.1,5.5,2.7,7.7,2.72,High,0.002401301427529436,0,0,0.0006565456125914661
8.8,1.4,8.3,4.4,1.1,3.1,High,0.002184988163040773,0,0,0.00012473749546591478
10.0,3.7,7.7,2.2,0.4,3.44,High,0.003573141544567356,0,0,1.1658900355026375e-05
7.6,2.5,5.4,4.5,4.0,3.17,High,0.0018810501687994943,0,0,3.806471448893385e-05
8.9,2.8,5.2,1.8,5.3,3.3,High,0.003038176018635993,0,0,4.2778443275134344e-06
6.3,1.4,5.4,5.6,5.3,2.58,High,0.004004974960930426,0,0,0.000784611975929576
7.0,1.8,8.0,3.1,4.1,3.15,Moderate,0.0008141831232484866,0,0,5.9348216355682964e-05
9.6,2.0,10.0,2.0,0.4,3.46,High,0.0037316919745185545,0,0,0.00025907075504585453
6.9,3.5,9.3,3.5,0.8,3.02,Moderate,0.002772995585838991,0,0,4.766043681074315e-05
9.0,1.2,5.4,2.4,6.0,3.46,High,0.002567495677190294,0,0,3.3727084377092155e-06
6.7,3.9,8.2,4.3,0.9,2.83,Moderate,0.0030205987873014903,0,0,9.293305512231311e-05
5.7,3.4,9.6,2.6,2.7,3.13,Low,0.004213182729470345,0,0,9.436515351592257e-05
5.9,2.0,7.0,0.9,8.2,3.0,Low,0.002115515852128337,0,0,0.0008368297085882082
6.8,0.3,5.1,0.8,11.0,3.03,High,0.004774135887071989,0,0,0.00021861313144528257
9.8,1.7,6.6,3.0,2.9,3.58,High,0.0023579653324933636,0,0,2.8704674114630394e-06
7.2,0.4,8.2,1.3,6.9,3.39,Moderate,0.00305183127714528,0,0,0.00031366826933072056
5.8,0.2,8.9,2.8,6.3,3.11,Low,0.0037560831358369076,0,0,0.00032500773477735917
5.3,4.0,5.3,4.2,5.2,2.67,High,0.004204500806255187,0,0,0.0032958239187380195
8.5,0.2,7.5,6.0,1.8,3.21,High,0.0033796231226691236,0,0,0.00013552390717512354
9.1,2.5,6.5,3.7,2.2,2.85,High,0.005028034418468005,0,0,2.8629298621482807e-05
5.7,3.5,7.2,1.2,6.4,3.04,Low,0.002908230828241025,0,0,0.000439284110230132
6.8,1.7,9.1,4.4,2.0,2.9,Moderate,0.0022427855460125483,0,0,3.981420328462074e-05
5.1,1.0,8.8,0.8,8.3,2.25,Low,0.007185711178935976,1,0,2.691658008437812e-05
7.7,0.9,5.1,1.4,8.9,3.15,High,0.0026416471999130752,0,0,2.627181034908364e-05
5.5,2.2,7.3,5.1,3.9,2.94,Low,0.0024385703879346,0,0,0.00018218650833037265
5.5,2.0,5.8,1.9,8.8,2.79,High,0.0027534389796380534,0,0,0.0018444176317740611
6.9,1.6,7.3,4.7,3.5,3.38,Moderate,0.0026189512559537447,0,0,0.00032916208307560307
9.5,3.8,8.9,0.6,1.2,3.3,High,0.002992889514357633,0,0,8.484954701452813e-05
6.3,3.4,5.2,5.4,3.7,3.31,High,0.005001188003859273,0,0,0.0006718251489277405
7.3,2.5,8.3,5.3,0.6,3.36,Moderate,0.002515188658608831,0,0,0.00020892496586722776
5.3,2.1,5.8,4.4,6.4,3.11,High,0.004012727009647211,0,0,0.0038694530157191787
7.6,2.7,5.2,0.5,8.0,3.07,High,0.003171891034359643,0,0,4.481668177968101e-05
5.4,0.0,9.8,4.4,4.4,2.85,Low,0.005021341500309339,0,0,3.3863568693341656e-05
6.8,1.2,6.7,4.6,4.7,2.81,Moderate,0.0017940422847002263,0,0,0.000271688645514644
5.9,0.4,8.3,4.6,4.8,2.99,Low,0.0029077657875477073,0,0,0.0006532856385761206
6.3,0.1,5.4,5.8,6.4,3.14,High,0.0032079158424488737,0,0,0.0004952538380062704
8.1,1.5,6.0,0.7,7.7,3.06,High,0.0028352310307702363,0,0,3.9076536407567476e-05
8.1,3.1,8.2,2.4,2.2,3.09,High,0.0010701304625247185,0,0,0.00015495312806696355
9.9,2.4,7.9,2.8,1.0,3.67,High,0.0027924355508316236,0,0,1.1806665626266946e-05
9.1,2.6,5.6,2.0,4.7,3.16,High,0.0030428323667128234,0,0,5.043239665971384e-06
7.2,2.5,9.7,1.1,3.5,2.69,Moderate,0.003685391216744008,0,0,5.777218069176e-05
5.6,0.8,9.4,3.9,4.3,3.01,Low,0.0037903238128170875,0,0,8.510208192925824e-05
9.3,3.4,9.6,0.4,1.3,3.28,High,0.0035728865178150764,0,0,0.0002822896420362984
8.8,1.8,9.2,3.1,1.1,3.45,High,0.002087429972528106,0,0,0.00023557606063740293
5.9,2.2,9.9,5.6,0.4,3.12,Low,0.005186419714218013,0,0,0.00031508636814895816
5.2,0.7,5.7,4.4,8.0,2.67,High,0.002985400599002784,0,0,0.0030771795356738085
7.5,3.4,8.7,2.4,2.0,3.24,Moderate,0.001662654391793657,0,0,0.00013293759198233757
8.0,2.0,6.5,3.4,4.1,3.35,Moderate,0.0011108211217239238,0,0,0.0007502275819284004
8.2,3.0,5.8,2.8,4.2,3.31,High,0.0019399057133770838,0,0,1.899750925447548e-05
5.0,1.0,8.6,6.0,3.4,2.71,Low,0.004819558209208968,0,0,1.1607944707470833e-05
9.0,0.8,7.8,4.4,2.0,3.18,High,0.0023107216007992124,0,0,5.294680500762315e-05
8.1,0.8,6.8,4.7,3.6,3.19,High,0.0015654954033840522,0,0,5.653388751939581e-05
8.8,0.1,8.7,1.2,5.2,3.32,High,0.0027052647108085476,0,0,0.00017192723420626313
9.8,1.5,6.6,0.9,5.2,3.61,High,0.003063963390429844,0,0,3.275074407837604e-06
10.0,1.5,7.2,3.8,1.5,3.43,High,0.0026846356233239635,0,0,4.983218352168625e-06
9.4,2.4,7.0,2.1,3.1,3.1,High,0.0028621244575095348,0,0,1.3590836183250053e-05
9.0,0.4,7.9,2.9,3.8,3.6,High,0.002613634430060267,0,0,5.003953566902235e-05
8.2,0.3,7.9,3.4,4.2,3.64,High,0.0036224942350162473,0,0,0.0002593004243517407
8.4,3.2,6.3,5.0,1.1,3.5,High,0.003234555801683002,0,0,4.0017383903818084e-05
7.5,0.3,5.3,2.0,8.9,3.26,High,0.002399079702197433,0,0,3.991333568236486e-05
8.9,2.1,7.2,0.9,4.9,3.53,High,0.0018916554225883626,0,0,2.0136326648687213e-05
6.6,1.7,5.4,1.3,9.0,3.29,High,0.0033386329558279166,0,0,0.0002731992003369164
10.0,3.7,8.2,0.9,1.2,3.63,High,0.0034587011844517857,0,0,1.675365920470541e-05
8.2,3.1,5.6,2.5,4.6,3.16,High,0.00214860475854817,0,0,1.7957292263294194e-05
7.9,2.4,5.9,2.2,5.6,3.4,High,0.0018998205263854803,0,0,3.1511883753733995e-05
6.7,0.1,5.1,5.0,7.1,3.03,High,0.0036314994870570508,0,0,0.00023550890662505408
6.5,3.8,6.3,2.6,4.8,2.62,Moderate,0.003535599825255518,0,0,0.00046855228085140047
9.4,3.4,5.9,4.3,1.0,3.18,High,0.003964933284350705,0,0,6.264367080173675e-06
5.7,0.3,8.6,3.0,6.4,2.28,Low,0.007123969774871023,1,0,0.0007786005514001628
7.2,2.9,8.8,0.8,4.3,2.88,Moderate,0.0018829680138985165,0,0,7.999536756475291e-05
8.8,2.6,9.8,0.2,2.6,3.38,High,0.003012072057256821,0,0,0.0005406174318408022
5.3,1.1,6.3,1.5,9.8,2.75,Low,0.003308503324548389,0,0,0.00022809914249409598
6.4,3.0,7.2,4.7,2.7,3.03,Moderate,0.0017619694207087087,0,0,0.00010462791899263852
5.3,2.0,5.2,0.4,11.1,2.31,High,0.007059041303024596,1,0,0.004769207763581942
6.7,3.6,5.1,4.0,4.6,3.18,High,0.0033033571830296425,0,0,0.00021931639285950225
9.8,2.2,9.7,0.1,2.2,3.16,High,0.004479917363519353,0,0,0.00017507774708894005
8.7,3.9,6.3,3.3,1.8,3.2,High,0.0027574096009744154,0,0,2.211194760018567e-05
6.0,2.3,7.3,5.8,2.6,2.58,Moderate,0.0034798239127063987,0,0,0.0002237539495789289
5.6,0.6,6.1,1.5,10.2,3.07,Low,0.0032927080286635473,0,0,0.0008867842804690802
9.3,2.2,7.6,0.6,4.3,3.48,High,0.002106455792764277,0,0,1.7627574465412478e-05
5.3,2.8,7.7,0.5,7.7,2.93,Low,0.0028192710160512093,0,0,4.303550048206332e-05
7.3,1.9,5.8,5.7,3.3,3.18,High,0.0022331549559149217,0,0,0.00011673192605363642
7.3,1.6,8.3,3.3,3.5,3.28,Moderate,0.0012397238055909948,0,0,0.00011227672689344591
5.3,2.1,9.0,2.8,4.8,2.67,Low,0.00246896376022181,0,0,1.691656300068427e-05
5.8,1.3,8.8,3.1,5.0,2.71,Low,0.002113492586299086,0,0,0.00022824873806044624
6.0,3.5,9.4,4.4,0.7,2.84,Moderate,0.003337549313304778,0,0,0.0009161734310180399
9.9,3.1,5.1,0.4,5.5,3.17,High,0.006325933739973402,0,0,1.38768821070396e-06
7.3,3.6,7.7,2.7,2.7,3.15,Moderate,0.0014210051053981198,0,0,0.00020247991373606986
9.1,1.5,8.9,4.3,0.2,3.21,High,0.003264171483021106,0,0,0.0002019612103665273
6.0,2.1,6.4,4.8,4.7,3.27,Moderate,0.003388572778797923,0,0,0.00033884066682282593
9.0,1.6,9.6,2.0,1.8,3.57,High,0.002783141110944103,0,0,0.0003068694637744772
5.8,2.8,9.0,1.9,4.5,2.8,Low,0.002178548169711925,0,0,0.00016374624887903203
5.9,3.6,8.3,0.9,5.3,2.8,Low,0.002467595562176999,0,0,0.00043851810347605687
7.2,2.5,5.4,5.3,3.6,3.08,High,0.0021423122413981688,0,0,9.173168366480464e-05
9.8,1.7,9.9,1.7,0.9,3.75,High,0.004169754653072455,0,0,0.00016255984987108315
8.2,0.7,9.4,2.4,3.3,3.47,High,0.0027022131133094636,0,0,0.0007348924366600793
8.6,3.6,5.4,4.4,2.0,3.81,High,0.006615964779157131,0,0,1.8341187951957975e-05
5.9,3.4,9.1,3.0,2.6,2.68,Low,0.0029713534541700227,0,0,0.0003501755906709402
7.4,3.3,7.3,2.1,3.9,3.34,Moderate,0.001882095202155785,0,0,0.0004667072851478684
7.5,3.3,6.7,1.0,5.5,3.29,Moderate,0.0020062137471132777,0,0,0.0008400133389054289
5.5,1.0,5.7,2.1,9.7,2.93,High,0.003555014942577061,0,0,0.0021513227564178656
7.3,3.0,8.3,3.4,2.0,3.29,Moderate,0.0016177616020324596,0,0,0.000139202530250992
7.4,3.9,8.2,0.6,3.9,3.02,Moderate,0.0023328178127102433,0,0,0.00025095955040488793
8.4,1.3,8.4,0.4,5.5,3.32,High,0.0017598131170649524,0,0,0.00015592054996322086
6.1,3.3,6.4,3.9,4.3,2.86,Moderate,0.001978808473642292,0,0,0.00016746641963036833
8.5,2.1,6.5,1.3,5.6,3.38,High,0.0016052506642297878,0,0,1.736599844693465e-05
9.4,3.1,8.9,1.7,0.9,3.45,High,0.00197230993142383,0,0,6.312726877112614e-05
6.3,3.6,8.4,3.2,2.5,2.92,Moderate,0.001982298451518358,0,0,9.968284092535661e-05
7.3,3.5,7.7,2.1,3.4,2.9,Moderate,0.0016336020533834984,0,0,0.00021751817871791795
9.9,0.4,7.1,0.3,6.3,3.55,High,0.003954435184138851,0,0,5.8975314183550086e-06
6.4,3.4,6.5,5.5,2.2,3.0,Moderate,0.002538165463820514,0,0,0.0002575068964153813
8.8,3.2,5.1,5.8,1.1,3.13,High,0.004500770711025515,0,0,9.200289255331293e-06
9.1,1.1,9.4,0.5,3.9,3.58,High,0.0034273608488331114,0,0,0.00024564174016897857
8.5,2.2,5.5,1.5,6.3,3.27,High,0.0021866393424846025,0,0,8.416355739762674e-06
6.5,2.4,6.5,1.8,6.8,2.91,Moderate,0.0011573663696126143,0,0,0.00015546127066866505
8.7,0.2,9.5,4.8,0.8,3.5,High,0.004135420263322888,0,0,0.0006993389804247557
9.5,0.7,5.4,1.4,7.0,3.77,High,0.005317885569073396,0,0,2.333476298015622e-06
9.0,0.1,7.9,6.0,1.0,3.36,High,0.003722806550373648,0,0,9.208081456644805e-05
5.3,3.3,8.0,0.7,6.7,3.03,Low,0.003652116469452746,0,0,3.892284413052672e-05
5.5,3.6,8.3,5.0,1.6,2.86,Low,0.003814216860892783,0,0,0.00011677944483167329
7.6,1.7,6.6,2.6,5.5,3.34,Moderate,0.0012325338962975263,0,0,0.0005986836832420274
8.9,2.4,9.5,1.4,1.8,3.66,High,0.0035717786628143714,0,0,0.00040250496041896054
8.0,2.8,6.2,3.1,3.9,3.46,Moderate,0.002101346707993633,0,0,0.001626514391369992
5.5,1.5,7.4,3.9,5.7,2.85,Low,0.0016993976469686625,0,0,0.00012448822524792227
8.7,2.0,8.2,0.4,4.7,3.42,High,0.0018536031783987859,0,0,8.244624921088414e-05
6.3,1.4,7.4,0.3,8.6,2.86,Moderate,0.0023402655253918114,0,0,0.00013504506281714572
9.9,1.3,7.4,1.1,4.3,3.35,High,0.002932288426764737,0,0,7.266527397538265e-06
8.1,1.1,6.0,3.1,5.7,3.15,High,0.001480599461509339,0,0,2.1644716421724938e-05
9.0,2.3,7.6,1.5,3.6,3.2,High,0.0017015605832048943,0,0,2.8642452577477354e-05
9.7,1.6,5.4,3.7,3.6,3.39,High,0.0033601728006282684,0,0,1.4539539042727345e-06
7.5,3.5,7.5,3.9,1.6,2.97,Moderate,0.0016809685630471197,0,0,0.0003315709082327583
10.0,0.5,6.4,2.4,4.7,3.14,High,0.005071182672562565,0,0,3.982950281192201e-06
9.5,2.9,8.0,1.1,2.5,3.11,High,0.003139802923654795,0,0,3.6394357231841965e-05
9.1,3.8,9.1,0.0,2.0,3.27,High,0.003330563214249492,0,0,0.00021961113096221238
6.3,0.2,8.0,4.1,5.4,2.97,Moderate,0.002320233710722929,0,0,9.568010401873874e-05
5.6,1.5,7.3,2.2,7.4,2.8,Low,0.0015251004329043093,0,0,0.00018581284582068223
8.8,0.3,5.4,2.1,7.4,3.12,High,0.003698529952594821,0,0,7.722555811006359e-06
9.7,2.7,8.4,1.2,2.0,3.44,High,0.002212643430657166,0,0,2.3912226200363698e-05
8.2,3.7,8.1,3.5,0.5,3.23,High,0.0020044778871873025,0,0,0.00023357544941854716
8.6,0.5,9.5,0.4,5.0,3.06,High,0.003667513812198086,0,0,0.0007055668794164058
5.1,1.7,6.5,2.9,7.8,2.79,Low,0.0019364028499854933,0,0,3.909049080542366e-05
7.9,0.2,5.6,3.4,6.9,3.44,High,0.0028858811399581925,0,0,3.288003990054664e-05
8.3,3.4,8.5,1.6,2.2,3.07,High,0.0018755158928918654,0,0,0.00026434801252298663
8.4,1.1,6.5,4.7,3.3,3.54,High,0.0024976375874905124,0,0,3.393957694568482e-05
9.1,3.4,9.6,0.8,1.1,3.31,High,0.002840328934089485,0,0,0.0003043861241374972
6.6,2.3,6.9,3.6,4.6,3.2,Moderate,0.0014504385922567216,0,0,0.00016356469874892604
6.9,0.7,7.2,0.9,8.3,3.26,Moderate,0.0023412456433306683,0,0,0.00036901590715657706
9.5,1.4,5.8,0.2,7.1,3.69,High,0.004665263842680684,0,0,3.2141083203567855e-06
6.7,0.3,7.0,1.9,8.1,3.28,Moderate,0.002628406076309228,0,0,0.0003690837732467727
8.4,2.4,6.8,1.3,5.1,3.25,High,0.001250470232101986,0,0,2.394509516672507e-05
8.4,0.6,7.4,0.2,7.4,3.32,High,0.002374209917806103,0,0,7.36048690876465e-05
7.5,3.9,6.9,0.2,5.5,3.11,Moderate,0.0026807086223600033,0,0,0.0009559891522307664
5.8,0.1,8.8,2.8,6.5,2.8,Low,0.0031167624942586387,0,0,0.0003474093298511974
6.4,3.6,5.6,5.7,2.7,3.1,High,0.003645148617463089,0,0,0.0006612314657379071
8.0,3.3,9.9,0.8,2.0,3.13,Moderate,0.0027834297996872327,0,0,0.00015266702644639352
9.8,1.6,6.9,1.9,3.8,3.23,High,0.003074907353919488,0,0,5.8307737103854735e-06
7.8,2.2,8.8,4.3,0.9,3.2,Moderate,0.0014737038655966786,0,0,0.0001587598117270795
7.2,1.2,6.3,1.2,8.1,3.05,Moderate,0.0017718268592151261,0,0,0.0006960963578014509
6.4,3.9,7.8,2.0,3.9,2.87,Moderate,0.0021000631225524713,0,0,8.884666208175948e-05
7.9,0.6,7.2,3.8,4.5,2.68,Moderate,0.004516545241081731,0,0,0.0017271045426979653
10.0,3.5,8.1,1.4,1.0,3.44,High,0.002680141398863207,0,0,1.2934503044693573e-05
8.1,0.8,7.0,0.2,7.9,3.74,High,0.005427754307809709,0,0,0.00015207860289897861
6.1,3.9,9.5,3.2,1.3,2.61,Moderate,0.00414552097871507,0,0,0.000801600734799762
7.7,3.5,5.7,4.7,2.4,3.21,High,0.0025375856280480127,0,0,6.188235156069901e-05
6.4,3.5,9.7,0.7,3.7,2.89,Moderate,0.003158537884402823,0,0,0.00024103225183612584
7.3,3.9,7.4,4.7,0.7,2.74,Moderate,0.003658703762036893,0,0,0.000531577021527194
6.4,0.8,8.8,2.3,5.7,3.21,Moderate,0.0026658046183868802,0,0,0.00011729977832533667
7.6,2.0,7.9,5.2,1.3,3.13,Moderate,0.001733362716612032,0,0,0.0002961283585875169
9.1,3.1,7.9,3.7,0.2,3.42,High,0.0019506080650189574,0,0,3.9871211771387344e-05
6.0,0.4,9.3,2.6,5.7,3.02,Moderate,0.0029997732145870455,0,0,0.0007400905506511792
8.1,3.7,5.1,2.9,4.2,2.63,High,0.007378971308885101,1,0,5.771492511430479e-05
8.4,2.9,8.5,0.6,3.6,3.07,High,0.001997477351317841,0,0,0.00023029209627913053
9.0,1.1,6.1,5.7,2.1,3.07,High,0.003764203960690129,0,0,1.5357416402090525e-05
5.0,4.0,8.4,5.0,1.6,2.9,Low,0.0049951196895384326,0,0,9.272322390994167e-06
8.7,0.6,8.8,4.5,1.4,3.41,High,0.002554774143736781,0,0,0.00023786544421365116
8.3,3.1,9.2,2.1,1.3,3.24,High,0.002024750329620923,0,0,0.0004817912423826167
5.4,1.6,7.0,0.4,9.6,2.63,Low,0.0027730209149961545,0,0,0.00017094155121071084
6.7,0.4,9.0,5.7,2.2,2.63,Moderate,0.00526612197247988,0,0,8.302937611932787e-05
5.4,2.0,9.0,4.2,3.4,2.85,Low,0.0026217879452481744,0,0,2.9190591927550148e-05
5.3,0.3,7.0,1.8,9.6,2.64,Low,0.0032235255628273955,0,0,0.00014096269657522937
9.0,3.7,7.0,3.9,0.4,3.16,High,0.0031409507511039898,0,0,3.366757748564122e-05
6.6,1.9,6.1,3.8,5.6,3.0,Moderate,0.0012799739533084149,0,0,0.00026499772946275994
6.8,2.6,5.6,5.3,3.7,3.08,High,0.002386881861441547,0,0,0.00023480887337456901
7.5,1.8,7.9,3.7,3.1,3.17,Moderate,0.000743133683212733,0,0,0.0001201200003343118
6.2,2.9,9.1,4.7,1.1,2.83,Moderate,0.002709043972379013,0,0,0.0002626955128570871
7.8,2.1,5.7,4.7,3.7,3.16,High,0.0016724555311061285,0,0,3.3193701826092046e-05
6.4,0.5,8.1,0.3,8.7,2.61,Moderate,0.004268330231686581,0,0,0.0001510559854309743
8.7,1.3,5.0,3.1,5.9,3.24,High,0.0028240110092103733,0,0,4.6651078231141535e-06
9.2,0.0,6.2,4.4,4.2,3.41,High,0.0033866744599517326,0,0,8.231858877022516e-06
6.6,0.4,6.8,1.6,8.6,2.89,Moderate,0.0021671752283716436,0,0,0.00027432704642121235
8.9,3.6,7.2,3.9,0.4,3.51,High,0.002736749413561391,0,0,3.653637269940432e-05
6.9,3.9,5.4,4.1,3.7,2.55,High,0.005757237392366297,0,0,0.0005022490127544146
8.2,2.8,5.0,1.0,7.0,3.2,High,0.0031266801054214677,0,0,1.211233092198723e-05
8.6,2.7,9.8,2.2,0.7,3.31,High,0.002058699373435865,0,0,0.0005221296103740871
6.5,0.4,8.9,3.9,4.3,3.01,Moderate,0.0024473721841694334,0,0,6.79825913431762e-05
5.2,1.4,9.8,3.0,4.6,2.49,Low,0.004431885087084149,0,0,1.0742196216640612e-05
6.0,1.5,6.8,0.3,9.4,2.44,Moderate,0.005340321413839659,0,0,0.00038426789461234366
8.8,1.7,9.1,3.7,0.7,3.44,High,0.001931015719182971,0,0,0.0002038435025058148
7.4,3.5,6.1,4.1,2.9,2.88,Moderate,0.0024798024713777295,0,0,0.0011087182398861264
8.0,1.2,5.7,3.9,5.2,3.03,High,0.0021368840214873387,0,0,2.9657630086104413e-05
8.2,1.6,8.6,1.1,4.5,3.46,High,0.001831179991157978,0,0,0.000257040355822373
9.5,1.1,6.8,0.3,6.3,3.43,High,0.003010123993085568,0,0,7.072585241291698e-06
6.3,3.3,5.1,2.3,7.0,2.74,High,0.003435266111172989,0,0,0.00045905179834978226
6.7,0.1,5.6,2.5,9.1,2.49,High,0.006832257748849867,0,0,0.0008076273021575658
7.7,2.4,5.0,2.8,6.1,3.12,High,0.0021600476733786254,0,0,2.2324909583661322e-05
9.8,2.1,8.4,1.2,2.5,3.61,High,0.002576973339115072,0,0,2.107032295440862e-05
7.6,3.9,5.6,0.1,6.8,3.28,High,0.004131186722953392,0,0,8.418744092875386e-05
8.9,3.2,5.6,1.6,4.7,3.36,High,0.0027619846756168033,0,0,5.930114789861653e-06
6.7,1.5,5.0,1.8,9.0,3.31,High,0.0033073724858447306,0,0,0.0001556390475090434
8.2,3.9,9.2,0.1,2.6,3.26,High,0.0030130570000728766,0,0,0.0007669643824015445
8.9,1.8,7.0,1.8,4.5,3.38,High,0.0012153225884131728,0,0,1.1520067329012193e-05
5.3,0.9,6.2,2.9,8.7,2.76,Low,0.0024263789519205128,0,0,0.00019310217306810825
5.3,3.8,9.7,4.1,1.1,3.13,Low,0.006286881967886685,0,0,1.5913706472585963e-05
10.0,2.2,9.8,0.2,1.8,3.25,High,0.004098652057733793,0,0,0.00012304123799905216
6.0,0.6,8.1,4.7,4.6,2.78,Moderate,0.0025688358818126947,0,0,0.0002534627916833248
7.9,0.6,9.1,3.8,2.6,3.5,Moderate,0.003239366692806732,0,0,0.0003747779016118979
6.3,1.4,9.6,1.7,5.0,2.74,Moderate,0.0025804066396318596,0,0,0.000217060857889506
7.3,3.6,8.5,0.3,4.3,2.93,Moderate,0.0023998878953478235,0,0,0.00016434330946563355
5.7,3.8,7.6,1.5,5.4,3.27,Low,0.0048496594245743445,0,0,0.000475909926268103
7.5,2.7,5.4,1.6,6.8,3.09,High,0.002164856278511025,0,0,4.705309712362023e-05
7.7,1.7,5.2,1.0,8.4,3.43,High,0.0033815191677973745,0,0,3.333660955412229e-05
7.2,0.8,5.2,5.1,5.7,2.99,High,0.0025362737998514636,0,0,8.495252338090494e-05
9.8,0.8,9.8,3.6,0.0,3.59,High,0.0037462996559314704,0,0,0.0001494425789872161
8.6,3.9,7.8,1.0,2.7,3.69,High,0.004370434475616226,0,0,0.00014927921144755404
5.4,2.5,9.9,1.1,5.1,2.54,Low,0.004010103727079833,0,0,2.1036830097028197e-05
9.0,3.6,9.7,1.6,0.1,3.44,High,0.003640380982192777,0,0,0.0004889949840961711
8.8,0.6,7.4,4.3,2.9,3.32,High,0.0018702162576513322,0,0,3.6147600727723416e-05
6.2,2.6,8.3,1.0,5.9,3.23,Moderate,0.0028578810292861382,0,0,0.00024225476449600487
7.5,0.0,5.0,2.1,9.4,3.2,High,0.0038174301352563405,0,0,4.692792390886245e-05
9.6,0.9,8.2,1.2,4.1,3.62,High,0.0026877689327150277,0,0,2.360719423106746e-05
8.6,0.4,7.1,0.2,7.7,3.2,High,0.002679247083329657,0,0,4.507631711146881e-05
