Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_High,Stress_Low,Stress_Moderate,Leverage,High_Leverage_2p,High_Leverage_3p,Cook_Distance
6.3,1.9,9.3,4.4,2.1,2.85,0,0,1,0.003845293260303286,0,0,5.775917261349952e-05
6.7,1.5,9.9,0.2,5.7,3.32,0,0,1,0.0035850094566065604,0,0,0.0013003574408952587
9.3,2.3,7.2,3.8,1.4,3.61,1,0,0,0.001992632494960194,0,0,0.0002648176739410387
9.5,1.7,6.4,3.6,2.8,3.42,1,0,0,0.002583097976075483,0,0,3.0170997086415085e-06
9.6,0.8,8.1,3.5,2.0,3.31,1,0,0,0.002464627979843691,0,0,0.00015928465883301355
8.6,3.6,5.9,1.4,4.5,3.37,1,0,0,0.003106240513050549,0,0,6.803451755016141e-05
9.9,0.7,9.3,2.0,2.1,3.59,1,0,0,0.00308877022842562,0,0,8.433662769784376e-05
7.2,2.1,6.8,3.6,4.3,3.01,0,0,1,0.0020027604846446848,0,0,1.8581869589125273e-05
5.8,1.6,9.8,1.5,5.3,2.61,0,1,0,0.004657904514293999,0,0,0.0009070896997662669
8.9,0.5,9.8,2.2,2.6,3.57,1,0,0,0.0039653297091114745,0,0,0.0006357820540084962
6.2,0.3,5.8,3.1,8.6,3.13,1,0,0,0.0058901945916841865,0,0,0.0006344726335756216
7.2,1.0,8.1,4.2,3.5,2.98,0,0,1,0.002044669050849746,0,0,4.993206235298075e-05
5.8,0.7,5.2,4.4,7.9,2.81,1,0,0,0.007334961195361727,0,0,0.00011966066413899607
9.2,3.2,7.9,3.2,0.5,3.8,1,0,0,0.002515278474393268,0,0,0.0013846546483745432
6.0,0.4,6.3,0.3,11.0,3.05,0,0,1,0.005418439581047695,0,0,0.00042768578042075674
5.2,0.5,7.3,5.6,5.4,2.79,0,1,0,0.005879305702526991,0,0,9.69206014292739e-08
6.6,2.0,5.2,0.9,9.3,3.17,1,0,0,0.0044453988162609535,0,0,0.0004372051024052174
7.3,2.1,7.4,4.0,3.2,3.16,0,0,1,0.0018770083031092798,0,0,3.784052854188811e-05
5.7,0.1,6.5,4.2,7.5,2.98,0,1,0,0.0062309213829852,0,0,0.00021933783477382846
9.8,0.4,8.4,2.4,3.0,3.26,1,0,0,0.0029830893452161542,0,0,0.00046870758775971564
9.3,0.7,8.5,4.6,0.9,3.43,1,0,0,0.0028917514749545997,0,0,3.5882117588666294e-06
7.5,2.5,9.3,2.7,2.0,3.2,0,0,1,0.0021009680152333926,0,0,6.709871922816872e-05
5.2,3.7,8.4,4.1,2.6,2.91,0,1,0,0.005158167963940291,0,0,0.0003461132505180767
7.0,2.6,5.5,3.9,5.0,2.82,1,0,0,0.002296806847949938,0,0,0.00037708359388313246
10.0,0.2,9.9,1.6,2.3,3.56,1,0,0,0.004794681758808738,0,0,3.400337713418343e-05
7.8,3.0,9.4,1.5,2.3,3.25,0,0,1,0.0032169378220817716,0,0,0.000123198898522507
6.6,2.7,9.0,4.3,1.4,2.93,0,0,1,0.00329323819885236,0,0,9.804909978621423e-06
9.1,0.5,7.7,0.0,6.7,3.64,1,0,0,0.002419015951378368,0,0,0.0005128768967527232
6.6,1.5,7.0,4.2,4.7,2.79,0,0,1,0.0018799497477110473,0,0,0.00020165337621640234
6.2,1.5,6.1,0.4,9.8,2.5,0,0,1,0.005270654425571885,0,0,0.0027763928472652253
8.0,2.7,8.1,2.4,2.8,3.4,0,0,1,0.002341278527556605,0,0,0.00035550524100226317
7.6,1.9,5.1,2.0,7.4,3.08,1,0,0,0.003137511298193202,0,0,4.4352737838989395e-05
6.9,1.6,7.9,3.2,4.4,3.31,0,0,1,0.0015837411622830369,0,0,0.00041308338618572187
9.1,2.9,9.8,0.0,2.2,3.48,1,0,0,0.0033849960999779594,0,0,0.00017172403231811438
6.0,0.0,8.2,5.4,4.4,2.92,0,0,1,0.004477184032949181,0,0,9.84496928629233e-06
5.3,3.7,6.8,0.6,7.6,2.78,0,1,0,0.006033745612805947,0,0,3.3095541208202105e-08
7.4,1.0,6.4,1.8,7.4,3.15,0,0,1,0.0038038774235958613,0,0,2.5908999572018923e-05
6.6,2.4,8.6,1.6,4.8,3.27,0,0,1,0.0020371229929500435,0,0,0.0005954773860305752
7.1,0.5,5.9,4.1,6.4,3.09,1,0,0,0.002926418314991248,0,0,6.74583460325044e-07
8.5,0.4,7.8,1.5,5.8,3.01,1,0,0,0.002380392584713723,0,0,0.0005596129587218161
9.8,1.9,9.0,1.8,1.5,3.5,1,0,0,0.0027781422905286944,0,0,6.599282003886967e-06
9.8,2.4,9.1,2.4,0.3,3.38,1,0,0,0.003222089956086917,0,0,7.821643936399682e-05
6.1,0.8,8.1,2.5,6.5,2.67,0,0,1,0.0029097889290511355,0,0,0.0004677446462626701
8.9,1.1,9.1,2.1,2.8,3.2,1,0,0,0.0021617338035295405,0,0,0.000128893358875896
8.3,0.4,8.1,2.7,4.5,3.01,1,0,0,0.0021922966018482278,0,0,0.00040903612229951095
8.7,3.5,6.1,0.5,5.2,3.37,1,0,0,0.003424832556280338,0,0,5.205988016564203e-05
5.1,2.6,8.0,3.3,5.0,2.65,0,1,0,0.003566476628431723,0,0,0.00012185962011235246
8.0,2.0,9.9,0.6,3.5,2.93,0,0,1,0.002891433082313393,0,0,0.0005252142328506204
8.5,1.6,7.1,4.3,2.5,3.39,1,0,0,0.001283735541549919,0,0,4.3516848552582714e-05
6.4,0.3,5.4,5.4,6.5,3.29,1,0,0,0.004741842289468261,0,0,0.0014144195492591222
6.0,1.3,6.1,2.1,8.5,2.91,0,0,1,0.00347591650204405,0,0,5.847411769467453e-06
5.3,3.2,6.2,3.2,6.1,2.64,0,1,0,0.004566926017538889,0,0,0.00030894850949532107
9.4,2.6,7.7,1.4,2.9,3.66,1,0,0,0.0017802578381302396,0,0,0.0003416521209907017
10.0,2.6,7.8,2.6,1.0,3.26,1,0,0,0.002426517724879056,0,0,0.00044005591052492414
7.3,0.2,7.8,5.7,3.0,3.2,0,0,1,0.004018345804499263,0,0,0.00013904366635908723
6.0,2.1,5.5,2.7,7.7,2.72,1,0,0,0.004234075717132526,0,0,0.0004194910013168258
8.8,1.4,8.3,4.4,1.1,3.1,1,0,0,0.0020910106089419263,0,0,0.00033315451635942527
10.0,3.7,7.7,2.2,0.4,3.44,1,0,0,0.0035746662541073487,0,0,3.313169106269232e-05
7.6,2.5,5.4,4.5,4.0,3.17,1,0,0,0.00203113654857797,0,0,3.6107386219361343e-06
8.9,2.8,5.2,1.8,5.3,3.3,1,0,0,0.0032542997845752884,0,0,1.6601941121902217e-05
6.3,1.4,5.4,5.6,5.3,2.58,1,0,0,0.0033911346536786794,0,0,0.001466963180018585
7.0,1.8,8.0,3.1,4.1,3.15,0,0,1,0.001574238357477753,0,0,6.774853561188307e-05
9.6,2.0,10.0,2.0,0.4,3.46,1,0,0,0.005131799436921229,0,0,8.183598887810188e-06
6.9,3.5,9.3,3.5,0.8,3.02,0,0,1,0.0034102719566024794,0,0,4.538345281507231e-06
9.0,1.2,5.4,2.4,6.0,3.46,1,0,0,0.0034327553618910918,0,0,8.886179885297273e-05
6.7,3.9,8.2,4.3,0.9,2.83,0,0,1,0.004278458167376063,0,0,0.0002599730818796856
5.7,3.4,9.6,2.6,2.7,3.13,0,1,0,0.005320911156937045,0,0,0.0014257578659999074
5.9,2.0,7.0,0.9,8.2,3.0,0,1,0,0.0044220645205214565,0,0,0.00018497050013351567
6.8,0.3,5.1,0.8,11.0,3.03,1,0,0,0.004297081169616404,0,0,3.0756377300656483e-07
9.8,1.7,6.6,3.0,2.9,3.58,1,0,0,0.0031442115217503357,0,0,8.864095520773408e-05
7.2,0.4,8.2,1.3,6.9,3.39,0,0,1,0.0028538675349815035,0,0,0.0009001701121564421
5.8,0.2,8.9,2.8,6.3,3.11,0,1,0,0.00522275686723721,0,0,0.0008727863097066468
5.3,4.0,5.3,4.2,5.2,2.67,1,0,0,0.007200787785262246,0,0,0.0002718318769702746
8.5,0.2,7.5,6.0,1.8,3.21,1,0,0,0.0037917635418577194,0,0,8.622202038852148e-05
9.1,2.5,6.5,3.7,2.2,2.85,1,0,0,0.0015909964495325482,0,0,0.0013246509020344247
5.7,3.5,7.2,1.2,6.4,3.04,0,1,0,0.004912999942413881,0,0,0.0005981154934198453
6.8,1.7,9.1,4.4,2.0,2.9,0,0,1,0.0026238351991941973,0,0,7.904520783071499e-05
5.1,1.0,8.8,0.8,8.3,2.25,0,1,0,0.0047925727973009615,0,0,0.0038499761065992825
7.7,0.9,5.1,1.4,8.9,3.15,1,0,0,0.003545796626664809,0,0,4.28722938768615e-06
5.5,2.2,7.3,5.1,3.9,2.94,0,1,0,0.003451589528701963,0,0,0.00013966164903553887
5.5,2.0,5.8,1.9,8.8,2.79,1,0,0,0.005389430467802842,0,0,1.5964433298722076e-05
6.9,1.6,7.3,4.7,3.5,3.38,0,0,1,0.0017284104296586835,0,0,0.0006765381258329109
9.5,3.8,8.9,0.6,1.2,3.3,1,0,0,0.0041561652138953796,0,0,0.00015605648498807827
6.3,3.4,5.2,5.4,3.7,3.31,1,0,0,0.004098432197936318,0,0,0.0017151298075154147
7.3,2.5,8.3,5.3,0.6,3.36,0,0,1,0.0029688985141020094,0,0,0.0007425260577114646
5.3,2.1,5.8,4.4,6.4,3.11,1,0,0,0.006290235997045111,0,0,0.0019512009073379625
7.6,2.7,5.2,0.5,8.0,3.07,1,0,0,0.003701959821136922,0,0,5.482454616999961e-05
5.4,0.0,9.8,4.4,4.4,2.85,0,1,0,0.007017680013859352,0,0,2.5133055514248256e-05
6.8,1.2,6.7,4.6,4.7,2.81,0,0,1,0.0023097510624141004,0,0,0.000288428921927801
5.9,0.4,8.3,4.6,4.8,2.99,0,1,0,0.005171360113071363,0,0,0.00014142054495849327
6.3,0.1,5.4,5.8,6.4,3.14,1,0,0,0.004223678276888087,0,0,0.00039615149463721223
8.1,1.5,6.0,0.7,7.7,3.06,1,0,0,0.002475369266500241,0,0,0.00020078008907276957
8.1,3.1,8.2,2.4,2.2,3.09,1,0,0,0.002495927342476228,0,0,0.00010152082285938521
9.9,2.4,7.9,2.8,1.0,3.67,1,0,0,0.0027443269540938647,0,0,0.0002746701327729977
9.1,2.6,5.6,2.0,4.7,3.16,1,0,0,0.0033707733566824393,0,0,0.00046447545154783623
7.2,2.5,9.7,1.1,3.5,2.69,0,0,1,0.0029557881208590853,0,0,0.0011611972048116554
5.6,0.8,9.4,3.9,4.3,3.01,0,1,0,0.0053848430615829465,0,0,0.00047069356609181383
9.3,3.4,9.6,0.4,1.3,3.28,1,0,0,0.0047973598999423725,0,0,0.0001471835219882424
8.8,1.8,9.2,3.1,1.1,3.45,1,0,0,0.002493612223651989,0,0,0.00012909171725179882
5.9,2.2,9.9,5.6,0.4,3.12,0,1,0,0.007318342186649014,0,0,0.0013259541227308767
5.2,0.7,5.7,4.4,8.0,2.67,1,0,0,0.009143354233241582,1,0,0.00039785352725902495
7.5,3.4,8.7,2.4,2.0,3.24,0,0,1,0.0031089105958782576,0,0,0.00020621865274752802
8.0,2.0,6.5,3.4,4.1,3.35,0,0,1,0.0033940929992772187,0,0,0.00026729453479451933
8.2,3.0,5.8,2.8,4.2,3.31,1,0,0,0.002155764779092005,0,0,4.149553168275533e-05
5.0,1.0,8.6,6.0,3.4,2.71,0,1,0,0.005328003921566534,0,0,3.1231162885072156e-05
9.0,0.8,7.8,4.4,2.0,3.18,1,0,0,0.0018493740776679359,0,0,0.00019412500538208054
8.1,0.8,6.8,4.7,3.6,3.19,1,0,0,0.0017217944129120203,0,0,8.718552890063839e-06
8.8,0.1,8.7,1.2,5.2,3.32,1,0,0,0.00287172098414008,0,0,1.214000766344828e-06
9.8,1.5,6.6,0.9,5.2,3.61,1,0,0,0.0036750618217514003,0,0,0.00018312028024380683
10.0,1.5,7.2,3.8,1.5,3.43,1,0,0,0.0032401582287607394,0,0,7.246715211724737e-05
9.4,2.4,7.0,2.1,3.1,3.1,1,0,0,0.001688123306984262,0,0,0.0005110672815597099
9.0,0.4,7.9,2.9,3.8,3.6,1,0,0,0.00208252039864384,0,0,0.0003500702639880765
8.2,0.3,7.9,3.4,4.2,3.64,1,0,0,0.002374675167634727,0,0,0.0011411788738569734
8.4,3.2,6.3,5.0,1.1,3.5,1,0,0,0.002578182503496685,0,0,0.0004500013922172434
7.5,0.3,5.3,2.0,8.9,3.26,1,0,0,0.0057476197341922095,0,0,0.00024009532758052354
8.9,2.1,7.2,0.9,4.9,3.53,1,0,0,0.001327182639544232,0,0,0.0001505428445038723
6.6,1.7,5.4,1.3,9.0,3.29,1,0,0,0.004225363600167863,0,0,0.0011439986436871516
10.0,3.7,8.2,0.9,1.2,3.63,1,0,0,0.004101576804446259,0,0,0.0002426935041077889
8.2,3.1,5.6,2.5,4.6,3.16,1,0,0,0.002385737422541843,0,0,3.609010947275386e-05
7.9,2.4,5.9,2.2,5.6,3.4,1,0,0,0.0018430154836169864,0,0,0.0002540937268861649
6.7,0.1,5.1,5.0,7.1,3.03,1,0,0,0.005043236833223515,0,0,1.490605257896328e-07
6.5,3.8,6.3,2.6,4.8,2.62,0,0,1,0.003402243612124552,0,0,0.0011033082261717884
9.4,3.4,5.9,4.3,1.0,3.18,1,0,0,0.004220928347392629,0,0,0.0007126551873991162
5.7,0.3,8.6,3.0,6.4,2.28,0,1,0,0.005300365511777545,0,0,0.0055383282686267115
7.2,2.9,8.8,0.8,4.3,2.88,0,0,1,0.0023261032650014756,0,0,0.00020062705879324421
8.8,2.6,9.8,0.2,2.6,3.38,1,0,0,0.0037759482956970063,0,0,6.0555602189701145e-05
5.3,1.1,6.3,1.5,9.8,2.75,0,1,0,0.006158167147958465,0,0,4.956985508262418e-05
6.4,3.0,7.2,4.7,2.7,3.03,0,0,1,0.002617479550984533,0,0,7.197885689846127e-05
5.3,2.0,5.2,0.4,11.1,2.31,1,0,0,0.011746232153226586,1,0,0.008456907630713153
6.7,3.6,5.1,4.0,4.6,3.18,1,0,0,0.003665450706744552,0,0,0.0003667137914787779
9.8,2.2,9.7,0.1,2.2,3.16,1,0,0,0.0024631566708002146,0,0,0.0007017844516078036
8.7,3.9,6.3,3.3,1.8,3.2,1,0,0,0.0028740855829535363,0,0,8.800029197015034e-05
6.0,2.3,7.3,5.8,2.6,2.58,0,0,1,0.002522304144494767,0,0,0.00069587480187354
5.6,0.6,6.1,1.5,10.2,3.07,0,1,0,0.005952077318262257,0,0,0.0008750213405505256
9.3,2.2,7.6,0.6,4.3,3.48,1,0,0,0.0018901140896562985,0,0,4.048447610606904e-05
5.3,2.8,7.7,0.5,7.7,2.93,0,1,0,0.004335744240398462,0,0,0.00029242129716594177
7.3,1.9,5.8,5.7,3.3,3.18,1,0,0,0.0023760071696062087,0,0,4.160026081233631e-05
7.3,1.6,8.3,3.3,3.5,3.28,0,0,1,0.0017372275848869878,0,0,0.00021631996915867736
5.3,2.1,9.0,2.8,4.8,2.67,0,1,0,0.004129616253739131,0,0,0.0001697245425826859
5.8,1.3,8.8,3.1,5.0,2.71,0,1,0,0.003803664509863047,0,0,0.00029812561814032234
6.0,3.5,9.4,4.4,0.7,2.84,0,0,1,0.005211085847600617,0,0,7.409202535127699e-06
9.9,3.1,5.1,0.4,5.5,3.17,1,0,0,0.007072621656882584,0,0,0.0022525711531768237
7.3,3.6,7.7,2.7,2.7,3.15,0,0,1,0.0026675503498003847,0,0,5.941483164394686e-05
9.1,1.5,8.9,4.3,0.2,3.21,1,0,0,0.0041459631599798435,0,0,0.00033141172659971626
6.0,2.1,6.4,4.8,4.7,3.27,0,0,1,0.0022542367092544873,0,0,0.0010317209842251591
9.0,1.6,9.6,2.0,1.8,3.57,1,0,0,0.0026380915175807877,0,0,0.0003939360334400888
5.8,2.8,9.0,1.9,4.5,2.8,0,1,0,0.0041141706210588765,0,0,3.988530527194129e-05
5.9,3.6,8.3,0.9,5.3,2.8,0,1,0,0.004698619585570339,0,0,6.444559153551005e-05
7.2,2.5,5.4,5.3,3.6,3.08,1,0,0,0.002405664289755958,0,0,2.1786255334311398e-07
9.8,1.7,9.9,1.7,0.9,3.75,1,0,0,0.0029878047036815806,0,0,0.0007173259318641106
8.2,0.7,9.4,2.4,3.3,3.47,1,0,0,0.003367807543631371,0,0,0.0005755532967299605
8.6,3.6,5.4,4.4,2.0,3.81,1,0,0,0.0031181753697377603,0,0,0.0025705618656694435
5.9,3.4,9.1,3.0,2.6,2.68,0,1,0,0.005098274437274935,0,0,0.0005568499552252814
7.4,3.3,7.3,2.1,3.9,3.34,0,0,1,0.002572497975653302,0,0,0.0005207279370763593
7.5,3.3,6.7,1.0,5.5,3.29,0,0,1,0.00347640282885817,0,0,0.0003892872080895409
5.5,1.0,5.7,2.1,9.7,2.93,1,0,0,0.005326805865882607,0,0,0.00016719932971536082
7.3,3.0,8.3,3.4,2.0,3.29,0,0,1,0.0019459677342722093,0,0,0.0002934998447178874
7.4,3.9,8.2,0.6,3.9,3.02,0,0,1,0.0029452013111673273,0,0,2.5469640254356127e-05
8.4,1.3,8.4,0.4,5.5,3.32,1,0,0,0.0018298170593310608,0,0,1.936520238309904e-05
6.1,3.3,6.4,3.9,4.3,2.86,0,0,1,0.002608541894737492,0,0,6.551977638223568e-06
8.5,2.1,6.5,1.3,5.6,3.38,1,0,0,0.0015936455752707953,0,0,4.982702582722024e-05
9.4,3.1,8.9,1.7,0.9,3.45,1,0,0,0.003371721349578751,0,0,2.3964318484965068e-05
6.3,3.6,8.4,3.2,2.5,2.92,0,0,1,0.0030192929494597155,0,0,1.1428504892930524e-06
7.3,3.5,7.7,2.1,3.4,2.9,0,0,1,0.002521394497189763,0,0,0.0002094146843002023
9.9,0.4,7.1,0.3,6.3,3.55,1,0,0,0.00365238525259558,0,0,2.4251588659898274e-05
6.4,3.4,6.5,5.5,2.2,3.0,0,0,1,0.0031298709580952016,0,0,3.931774785510506e-05
8.8,3.2,5.1,5.8,1.1,3.13,1,0,0,0.0034839667435268415,0,0,0.00042135752478233664
9.1,1.1,9.4,0.5,3.9,3.58,1,0,0,0.002056671584921392,0,0,0.0002857259333767039
8.5,2.2,5.5,1.5,6.3,3.27,1,0,0,0.0026930570339053083,0,0,1.207106464862177e-06
6.5,2.4,6.5,1.8,6.8,2.91,0,0,1,0.002429956633851221,0,0,1.4117198915154512e-05
8.7,0.2,9.5,4.8,0.8,3.5,1,0,0,0.004955028506286301,0,0,0.0005064237462305875
9.5,0.7,5.4,1.4,7.0,3.77,1,0,0,0.005875178568222916,0,0,0.001885467548640372
9.0,0.1,7.9,6.0,1.0,3.36,1,0,0,0.0034544360736396473,0,0,1.6104254534151715e-06
5.3,3.3,8.0,0.7,6.7,3.03,0,1,0,0.004715857401185159,0,0,0.0009261603128365711
5.5,3.6,8.3,5.0,1.6,2.86,0,1,0,0.005728868177995956,0,0,4.2409140238944027e-05
7.6,1.7,6.6,2.6,5.5,3.34,0,0,1,0.002702641519411431,0,0,0.0003690506855070773
8.9,2.4,9.5,1.4,1.8,3.66,1,0,0,0.0025171036122613646,0,0,0.000852976764700801
8.0,2.8,6.2,3.1,3.9,3.46,0,0,1,0.004045036312212334,0,0,0.0009432261197436252
5.5,1.5,7.4,3.9,5.7,2.85,0,1,0,0.003310449264505126,0,0,4.781525236202185e-06
8.7,2.0,8.2,0.4,4.7,3.42,1,0,0,0.0014423100499113234,0,0,6.043549189948301e-05
6.3,1.4,7.4,0.3,8.6,2.86,0,0,1,0.0033633739720746432,0,0,4.325246189242291e-05
9.9,1.3,7.4,1.1,4.3,3.35,1,0,0,0.002793035352767096,0,0,0.00018470563321296604
8.1,1.1,6.0,3.1,5.7,3.15,1,0,0,0.0018874833749595765,0,0,3.61411279800839e-05
9.0,2.3,7.6,1.5,3.6,3.2,1,0,0,0.0016148964723198015,0,0,0.00011213768089129322
9.7,1.6,5.4,3.7,3.6,3.39,1,0,0,0.004305824084414296,0,0,9.536917178315544e-05
7.5,3.5,7.5,3.9,1.6,2.97,0,0,1,0.0030525175527650454,0,0,0.00015519222729201324
10.0,0.5,6.4,2.4,4.7,3.14,1,0,0,0.0044600878877247545,0,0,0.0020200544899100226
9.5,2.9,8.0,1.1,2.5,3.11,1,0,0,0.0019009912592881156,0,0,0.000563404686128789
9.1,3.8,9.1,0.0,2.0,3.27,1,0,0,0.003566645401237015,0,0,6.547750691044024e-05
6.3,0.2,8.0,4.1,5.4,2.97,0,0,1,0.0035851974992498867,0,0,1.2090115000091394e-05
5.6,1.5,7.3,2.2,7.4,2.8,0,1,0,0.003795146238701431,0,0,2.0220616191425368e-05
8.8,0.3,5.4,2.1,7.4,3.12,1,0,0,0.00439536928825271,0,0,0.0006759728543539387
9.7,2.7,8.4,1.2,2.0,3.44,1,0,0,0.0029276845010290163,0,0,1.3288722399802129e-06
8.2,3.7,8.1,3.5,0.5,3.23,1,0,0,0.0023816411603350203,0,0,1.032235853724968e-06
8.6,0.5,9.5,0.4,5.0,3.06,1,0,0,0.0033732662306819967,0,0,0.000566456257920587
5.1,1.7,6.5,2.9,7.8,2.79,0,1,0,0.004444327360505332,0,0,7.181143326949865e-06
7.9,0.2,5.6,3.4,6.9,3.44,1,0,0,0.003646324282792256,0,0,0.0006086229061541992
8.3,3.4,8.5,1.6,2.2,3.07,1,0,0,0.0025923031367159994,0,0,0.0002073477243844637
8.4,1.1,6.5,4.7,3.3,3.54,1,0,0,0.0019077469736071982,0,0,0.0004076447846958583
9.1,3.4,9.6,0.8,1.1,3.31,1,0,0,0.003302374636128643,0,0,1.5895528570674883e-05
6.6,2.3,6.9,3.6,4.6,3.2,0,0,1,0.001664684320758154,0,0,0.0002675024371786674
6.9,0.7,7.2,0.9,8.3,3.26,0,0,1,0.002821490675633909,0,0,0.00048212820943387976
9.5,1.4,5.8,0.2,7.1,3.69,1,0,0,0.005123842758130847,0,0,0.0009935814278512986
6.7,0.3,7.0,1.9,8.1,3.28,0,0,1,0.004129393373465636,0,0,0.0010077207541435138
8.4,2.4,6.8,1.3,5.1,3.25,1,0,0,0.001422073519709075,0,0,4.4939300170575813e-07
8.4,0.6,7.4,0.2,7.4,3.32,1,0,0,0.0021683866222091137,0,0,1.6762096144820752e-05
7.5,3.9,6.9,0.2,5.5,3.11,0,0,1,0.004500934359484968,0,0,4.14936899692123e-06
5.8,0.1,8.8,2.8,6.5,2.8,0,1,0,0.00544963896467228,0,0,0.0001027273376308556
6.4,3.6,5.6,5.7,2.7,3.1,1,0,0,0.004358546099943308,0,0,0.00028610192810822187
8.0,3.3,9.9,0.8,2.0,3.13,0,0,1,0.0032230961057407074,0,0,1.1452871879552992e-05
9.8,1.6,6.9,1.9,3.8,3.23,1,0,0,0.0030093927956031945,0,0,0.0005871424445568239
7.8,2.2,8.8,4.3,0.9,3.2,0,0,1,0.003547557543010744,0,0,2.678965451481144e-05
7.2,1.2,6.3,1.2,8.1,3.05,0,0,1,0.004711681039358271,0,0,5.879054272587621e-06
6.4,3.9,7.8,2.0,3.9,2.87,0,0,1,0.003132732398379171,0,0,2.6539055855790606e-05
7.9,0.6,7.2,3.8,4.5,2.68,0,0,1,0.0031129344896567114,0,0,0.002414382986704804
10.0,3.5,8.1,1.4,1.0,3.44,1,0,0,0.004314995941471021,0,0,3.843434644978872e-05
8.1,0.8,7.0,0.2,7.9,3.74,1,0,0,0.0025212226088043702,0,0,0.0020606508773485335
6.1,3.9,9.5,3.2,1.3,2.61,0,0,1,0.006272096144477694,0,0,0.0013275606518874051
7.7,3.5,5.7,4.7,2.4,3.21,1,0,0,0.0022772832073730096,0,0,2.2601812268479765e-05
6.4,3.5,9.7,0.7,3.7,2.89,0,0,1,0.00482345972730211,0,0,1.059317534529965e-05
7.3,3.9,7.4,4.7,0.7,2.74,0,0,1,0.0033951361201471483,0,0,0.0011107963650740047
6.4,0.8,8.8,2.3,5.7,3.21,0,0,1,0.002927676412609598,0,0,0.0006433174458800743
7.6,2.0,7.9,5.2,1.3,3.13,0,0,1,0.0026550841187170104,0,0,1.5297033015985818e-07
9.1,3.1,7.9,3.7,0.2,3.42,1,0,0,0.0028858175836460626,0,0,2.957582576891602e-05
6.0,0.4,9.3,2.6,5.7,3.02,0,0,1,0.004511613119581516,0,0,0.0002632627758173173
8.1,3.7,5.1,2.9,4.2,2.63,1,0,0,0.0034968705354516162,0,0,0.0036467121750310607
8.4,2.9,8.5,0.6,3.6,3.07,1,0,0,0.0020787478016914716,0,0,0.00020445013144698514
9.0,1.1,6.1,5.7,2.1,3.07,1,0,0,0.0027206013505167233,0,0,0.0007558745166064279
5.0,4.0,8.4,5.0,1.6,2.9,0,1,0,0.006268273787256198,0,0,0.0005548979079812896
8.7,0.6,8.8,4.5,1.4,3.41,1,0,0,0.0029854146160014604,0,0,7.923189126443129e-05
8.3,3.1,9.2,2.1,1.3,3.24,1,0,0,0.003157110238569064,0,0,6.299719548640009e-07
5.4,1.6,7.0,0.4,9.6,2.63,0,1,0,0.005586749053432451,0,0,0.0005495914147284362
6.7,0.4,9.0,5.7,2.2,2.63,0,0,1,0.004690477909642255,0,0,0.0019294973065248759
5.4,2.0,9.0,4.2,3.4,2.85,0,1,0,0.004370440611073724,0,0,2.872600815452726e-05
5.3,0.3,7.0,1.8,9.6,2.64,0,1,0,0.006176121653239042,0,0,0.0005181892550264016
9.0,3.7,7.0,3.9,0.4,3.16,1,0,0,0.0028153773562744067,0,0,0.000298339666635629
6.6,1.9,6.1,3.8,5.6,3.0,0,0,1,0.0023346719413810104,0,0,3.7906462448880092e-06
6.8,2.6,5.6,5.3,3.7,3.08,1,0,0,0.0029715331355103145,0,0,3.028028605336058e-05
7.5,1.8,7.9,3.7,3.1,3.17,0,0,1,0.001808456297383251,0,0,2.0183137402805405e-05
6.2,2.9,9.1,4.7,1.1,2.83,0,0,1,0.004449147397956617,0,0,6.377157638244128e-05
7.8,2.1,5.7,4.7,3.7,3.16,1,0,0,0.0017969603201490234,0,0,1.9556471536995347e-06
6.4,0.5,8.1,0.3,8.7,2.61,0,0,1,0.0026249747708716937,0,0,0.0008987748924529126
8.7,1.3,5.0,3.1,5.9,3.24,1,0,0,0.0036134544974406844,0,0,7.770923177175795e-05
9.2,0.0,6.2,4.4,4.2,3.41,1,0,0,0.0038155685575159306,0,0,5.659207845573725e-08
6.6,0.4,6.8,1.6,8.6,2.89,0,0,1,0.003542816387762732,0,0,9.287699003682414e-05
8.9,3.6,7.2,3.9,0.4,3.51,1,0,0,0.002507116046182535,0,0,0.00024745203950034934
6.9,3.9,5.4,4.1,3.7,2.55,1,0,0,0.0035754239186679146,0,0,0.002499358750254939
8.2,2.8,5.0,1.0,7.0,3.2,1,0,0,0.0038916087289936913,0,0,1.267041010245013e-05
8.6,2.7,9.8,2.2,0.7,3.31,1,0,0,0.004975023777920962,0,0,1.4669345708352957e-05
6.5,0.4,8.9,3.9,4.3,3.01,0,0,1,0.0034857010562452362,0,0,2.4040507344222115e-05
5.2,1.4,9.8,3.0,4.6,2.49,0,1,0,0.005464584868766407,0,0,0.0013468523623964134
6.0,1.5,6.8,0.3,9.4,2.44,0,0,1,0.0034583117501940947,0,0,0.002055147789761552
8.8,1.7,9.1,3.7,0.7,3.44,1,0,0,0.0027227786635779573,0,0,0.00011625543775694136
7.4,3.5,6.1,4.1,2.9,2.88,0,0,1,0.003624829562125372,0,0,0.00048506041669731423
8.0,1.2,5.7,3.9,5.2,3.03,1,0,0,0.001613358005924862,0,0,0.00016924353172961733
8.2,1.6,8.6,1.1,4.5,3.46,1,0,0,0.0018243872830700574,0,0,0.00029935278148654476
9.5,1.1,6.8,0.3,6.3,3.43,1,0,0,0.003448154336605608,0,0,6.440003118713056e-07
